StartDateTime,EndDateTime,EnergyAmountkWh,IoTHubTypeIdentifier
01/01/1970 02:20,01/01/1970 02:25,3.083,EnergyTelemetry
01/01/1970 02:25,01/01/1970 02:30,1.645,EnergyTelemetry
01/01/1970 02:30,01/01/1970 02:35,2.94,EnergyTelemetry
01/01/1970 02:35,01/01/1970 02:40,1.461,EnergyTelemetry
01/01/1970 02:40,01/01/1970 02:45,0.905,EnergyTelemetry
01/01/1970 02:45,01/01/1970 02:50,2.686,EnergyTelemetry
01/01/1970 02:50,01/01/1970 02:55,1.419,EnergyTelemetry
01/01/1970 02:55,01/01/1970 03:00,1.326,EnergyTelemetry
01/01/1970 03:00,01/01/1970 03:05,1.703,EnergyTelemetry
01/01/1970 03:05,01/01/1970 03:10,0.398,EnergyTelemetry
01/01/1970 03:10,01/01/1970 03:15,2.347,EnergyTelemetry
01/01/1970 03:15,01/01/1970 03:20,2.935,EnergyTelemetry
01/01/1970 03:20,01/01/1970 03:25,2.113,EnergyTelemetry
01/01/1970 03:25,01/01/1970 03:30,1.995,EnergyTelemetry
01/01/1970 03:30,01/01/1970 03:35,1.24,EnergyTelemetry
01/01/1970 03:35,01/01/1970 03:40,2.057,EnergyTelemetry
01/01/1970 03:40,01/01/1970 03:45,0.43,EnergyTelemetry
01/01/1970 03:45,01/01/1970 03:50,2.637,EnergyTelemetry
01/01/1970 03:50,01/01/1970 03:55,3.045,EnergyTelemetry
01/01/1970 03:55,01/01/1970 04:00,0.883,EnergyTelemetry
01/01/1970 04:00,01/01/1970 04:05,0.906,EnergyTelemetry
01/01/1970 04:05,01/01/1970 04:10,1.158,EnergyTelemetry
01/01/1970 04:10,01/01/1970 04:15,1.354,EnergyTelemetry
01/01/1970 04:15,01/01/1970 04:20,3.374,EnergyTelemetry
01/01/1970 04:20,01/01/1970 04:25,3.243,EnergyTelemetry
01/01/1970 04:25,01/01/1970 04:30,0.725,EnergyTelemetry
01/01/1970 04:30,01/01/1970 04:35,2.232,EnergyTelemetry
01/01/1970 04:35,01/01/1970 04:40,1.009,EnergyTelemetry
01/01/1970 04:40,01/01/1970 04:45,2.433,EnergyTelemetry
01/01/1970 04:45,01/01/1970 04:50,0.384,EnergyTelemetry
01/01/1970 04:50,01/01/1970 04:55,1.554,EnergyTelemetry
01/01/1970 04:55,01/01/1970 05:00,0.326,EnergyTelemetry
01/01/1970 05:00,01/01/1970 05:05,0.924,EnergyTelemetry
01/01/1970 05:05,01/01/1970 05:10,2.581,EnergyTelemetry
01/01/1970 05:10,01/01/1970 05:15,3.375,EnergyTelemetry
01/01/1970 05:15,01/01/1970 05:20,1.654,EnergyTelemetry
01/01/1970 05:20,01/01/1970 05:25,1.516,EnergyTelemetry
01/01/1970 05:25,01/01/1970 05:30,0.765,EnergyTelemetry
01/01/1970 05:30,01/01/1970 05:35,2.395,EnergyTelemetry
01/01/1970 05:35,01/01/1970 05:40,0.56,EnergyTelemetry
01/01/1970 05:40,01/01/1970 05:45,1.921,EnergyTelemetry
01/01/1970 05:45,01/01/1970 05:50,1.514,EnergyTelemetry
01/01/1970 05:50,01/01/1970 05:55,0.58,EnergyTelemetry
01/01/1970 05:55,01/01/1970 06:00,2.443,EnergyTelemetry
01/01/1970 06:00,01/01/1970 06:05,1.455,EnergyTelemetry
01/01/1970 06:05,01/01/1970 06:10,0.789,EnergyTelemetry
01/01/1970 06:10,01/01/1970 06:15,0.701,EnergyTelemetry
01/01/1970 06:15,01/01/1970 06:20,3.425,EnergyTelemetry
01/01/1970 06:20,01/01/1970 06:25,1.47,EnergyTelemetry
01/01/1970 06:25,01/01/1970 06:30,2.443,EnergyTelemetry
01/01/1970 06:30,01/01/1970 06:35,0.481,EnergyTelemetry
01/01/1970 06:35,01/01/1970 06:40,2.863,EnergyTelemetry
01/01/1970 06:40,01/01/1970 06:45,1.579,EnergyTelemetry
01/01/1970 06:45,01/01/1970 06:50,1.532,EnergyTelemetry
01/01/1970 06:50,01/01/1970 06:55,1.455,EnergyTelemetry
01/01/1970 06:55,01/01/1970 07:00,0.742,EnergyTelemetry
01/01/1970 07:00,01/01/1970 07:05,0.697,EnergyTelemetry
01/01/1970 07:05,01/01/1970 07:10,3.486,EnergyTelemetry
01/01/1970 07:10,01/01/1970 07:15,2.965,EnergyTelemetry
01/01/1970 07:15,01/01/1970 07:20,3.188,EnergyTelemetry
01/01/1970 07:20,01/01/1970 07:25,0.752,EnergyTelemetry
01/01/1970 07:25,01/01/1970 07:30,2.636,EnergyTelemetry
01/01/1970 07:30,01/01/1970 07:35,0.551,EnergyTelemetry
01/01/1970 07:35,01/01/1970 07:40,1.935,EnergyTelemetry
01/01/1970 07:40,01/01/1970 07:45,2.253,EnergyTelemetry
01/01/1970 07:45,01/01/1970 07:50,1.516,EnergyTelemetry
01/01/1970 07:50,01/01/1970 07:55,0.757,EnergyTelemetry
01/01/1970 07:55,01/01/1970 08:00,2.172,EnergyTelemetry
01/01/1970 08:00,01/01/1970 08:05,3.448,EnergyTelemetry
01/01/1970 08:05,01/01/1970 08:10,0.971,EnergyTelemetry
01/01/1970 08:10,01/01/1970 08:15,2.912,EnergyTelemetry
01/01/1970 08:15,01/01/1970 08:20,1.161,EnergyTelemetry
01/01/1970 08:20,01/01/1970 08:25,1.36,EnergyTelemetry
01/01/1970 08:25,01/01/1970 08:30,2.242,EnergyTelemetry
01/01/1970 08:30,01/01/1970 08:35,2.031,EnergyTelemetry
01/01/1970 08:35,01/01/1970 08:40,1.489,EnergyTelemetry
01/01/1970 08:40,01/01/1970 08:45,3.311,EnergyTelemetry
01/01/1970 08:45,01/01/1970 08:50,3.036,EnergyTelemetry
01/01/1970 08:50,01/01/1970 08:55,2.917,EnergyTelemetry
01/01/1970 08:55,01/01/1970 09:00,0.686,EnergyTelemetry
01/01/1970 09:00,01/01/1970 09:06,3.422,EnergyTelemetry
01/01/1970 09:06,01/01/1970 09:10,0.465,EnergyTelemetry
01/01/1970 09:10,01/01/1970 09:15,1.639,EnergyTelemetry
01/01/1970 09:15,01/01/1970 09:20,2.407,EnergyTelemetry
01/01/1970 09:20,01/01/1970 09:25,3.401,EnergyTelemetry
01/01/1970 09:25,01/01/1970 09:30,0.532,EnergyTelemetry
01/01/1970 09:30,01/01/1970 09:35,1.941,EnergyTelemetry
01/01/1970 09:35,01/01/1970 09:40,0.315,EnergyTelemetry
01/01/1970 09:40,01/01/1970 09:45,1.554,EnergyTelemetry
01/01/1970 09:45,01/01/1970 09:50,0.389,EnergyTelemetry
01/01/1970 09:50,01/01/1970 09:55,2.504,EnergyTelemetry
01/01/1970 09:55,01/01/1970 10:00,1.816,EnergyTelemetry
01/01/1970 10:00,01/01/1970 10:05,1.454,EnergyTelemetry
01/01/1970 10:05,01/01/1970 10:10,2.749,EnergyTelemetry
01/01/1970 10:10,01/01/1970 10:15,1.12,EnergyTelemetry
01/01/1970 10:15,01/01/1970 10:20,0.853,EnergyTelemetry
01/01/1970 10:20,01/01/1970 10:25,2.748,EnergyTelemetry
01/01/1970 10:25,01/01/1970 10:30,1.329,EnergyTelemetry
01/01/1970 10:30,01/01/1970 10:35,2.969,EnergyTelemetry
01/01/1970 10:35,01/01/1970 10:40,0.368,EnergyTelemetry
01/01/1970 10:40,01/01/1970 10:45,1.06,EnergyTelemetry
01/01/1970 10:45,01/01/1970 10:50,2.145,EnergyTelemetry
01/01/1970 10:50,01/01/1970 10:55,3.156,EnergyTelemetry
01/01/1970 10:55,01/01/1970 11:00,1.829,EnergyTelemetry
01/01/1970 11:00,01/01/1970 11:05,1.05,EnergyTelemetry
01/01/1970 11:05,01/01/1970 11:10,2.613,EnergyTelemetry
01/01/1970 11:10,01/01/1970 11:15,1.2,EnergyTelemetry
01/01/1970 11:15,01/01/1970 11:20,1.801,EnergyTelemetry
01/01/1970 11:20,01/01/1970 11:25,3.121,EnergyTelemetry
01/01/1970 11:25,01/01/1970 11:30,1.889,EnergyTelemetry
01/01/1970 11:30,01/01/1970 11:35,0.504,EnergyTelemetry
01/01/1970 11:35,01/01/1970 11:40,3.189,EnergyTelemetry
01/01/1970 11:40,01/01/1970 11:45,1.025,EnergyTelemetry
01/01/1970 11:45,01/01/1970 11:50,1.227,EnergyTelemetry
01/01/1970 11:50,01/01/1970 11:55,0.226,EnergyTelemetry
01/01/1970 11:55,01/01/1970 12:00,2.87,EnergyTelemetry
01/01/1970 12:00,01/01/1970 12:05,1.552,EnergyTelemetry
01/01/1970 12:05,01/01/1970 12:10,3.044,EnergyTelemetry
01/01/1970 12:10,01/01/1970 12:15,0.702,EnergyTelemetry
01/01/1970 12:15,01/01/1970 12:20,2.448,EnergyTelemetry
01/01/1970 12:20,01/01/1970 12:25,1.076,EnergyTelemetry
01/01/1970 12:25,01/01/1970 12:30,1.873,EnergyTelemetry
01/01/1970 12:30,01/01/1970 12:35,1.837,EnergyTelemetry
01/01/1970 12:35,01/01/1970 12:40,0.78,EnergyTelemetry
01/01/1970 12:40,01/01/1970 12:45,2.212,EnergyTelemetry
01/01/1970 12:45,01/01/1970 12:50,1.828,EnergyTelemetry
01/01/1970 12:50,01/01/1970 12:55,2.778,EnergyTelemetry
01/01/1970 12:55,01/01/1970 13:00,2.561,EnergyTelemetry
01/01/1970 13:00,01/01/1970 13:05,1.07,EnergyTelemetry
01/01/1970 13:05,01/01/1970 13:10,1.711,EnergyTelemetry
01/01/1970 13:10,01/01/1970 13:15,1.832,EnergyTelemetry
01/01/1970 13:15,01/01/1970 13:20,0.324,EnergyTelemetry
01/01/1970 13:20,01/01/1970 13:25,2.892,EnergyTelemetry
01/01/1970 13:25,01/01/1970 13:30,2.526,EnergyTelemetry
01/01/1970 13:30,01/01/1970 13:35,0.538,EnergyTelemetry
01/01/1970 13:35,01/01/1970 13:40,2.421,EnergyTelemetry
01/01/1970 13:40,01/01/1970 13:45,1.087,EnergyTelemetry
01/01/1970 13:45,01/01/1970 13:50,2.147,EnergyTelemetry
01/01/1970 13:50,01/01/1970 13:55,2.747,EnergyTelemetry
01/01/1970 13:55,01/01/1970 14:00,0.428,EnergyTelemetry
01/01/1970 14:00,01/01/1970 14:05,1.04,EnergyTelemetry
01/01/1970 14:05,01/01/1970 14:10,1.392,EnergyTelemetry
01/01/1970 14:10,01/01/1970 14:15,1.832,EnergyTelemetry
01/01/1970 14:15,01/01/1970 14:20,1.917,EnergyTelemetry
01/01/1970 14:20,01/01/1970 14:30,0.454,EnergyTelemetry
01/01/1970 14:30,01/01/1970 14:35,0.942,EnergyTelemetry
01/01/1970 14:35,01/01/1970 14:40,3.274,EnergyTelemetry
01/01/1970 14:40,01/01/1970 14:45,3.316,EnergyTelemetry
01/01/1970 14:45,01/01/1970 14:50,1.311,EnergyTelemetry
01/01/1970 14:50,01/01/1970 14:55,0.809,EnergyTelemetry
01/01/1970 14:55,01/01/1970 15:00,0.746,EnergyTelemetry
01/01/1970 15:00,01/01/1970 15:05,1.816,EnergyTelemetry
01/01/1970 15:05,01/01/1970 15:10,1.698,EnergyTelemetry
01/01/1970 15:10,01/01/1970 15:15,3.369,EnergyTelemetry
01/01/1970 15:15,01/01/1970 15:20,2.614,EnergyTelemetry
01/01/1970 15:20,01/01/1970 15:25,1.485,EnergyTelemetry
01/01/1970 15:25,01/01/1970 15:30,3.137,EnergyTelemetry
01/01/1970 15:30,01/01/1970 15:35,0.797,EnergyTelemetry
01/01/1970 15:35,01/01/1970 15:40,3.39,EnergyTelemetry
01/01/1970 15:40,01/01/1970 15:45,1.025,EnergyTelemetry
01/01/1970 15:45,01/01/1970 15:50,3.095,EnergyTelemetry
01/01/1970 15:50,01/01/1970 15:55,2.522,EnergyTelemetry
01/01/1970 15:55,01/01/1970 16:00,1.021,EnergyTelemetry
01/01/1970 16:00,01/01/1970 16:05,2.984,EnergyTelemetry
01/01/1970 16:05,01/01/1970 16:10,3.017,EnergyTelemetry
01/01/1970 16:10,01/01/1970 16:15,2.704,EnergyTelemetry
01/01/1970 16:15,01/01/1970 16:20,1.098,EnergyTelemetry
01/01/1970 16:20,01/01/1970 16:25,1.912,EnergyTelemetry
01/01/1970 16:25,01/01/1970 16:30,2.031,EnergyTelemetry
01/01/1970 16:30,01/01/1970 16:35,0.997,EnergyTelemetry
01/01/1970 16:35,01/01/1970 16:40,2.396,EnergyTelemetry
01/01/1970 16:40,01/01/1970 16:45,3.124,EnergyTelemetry
01/01/1970 16:45,01/01/1970 16:50,2.563,EnergyTelemetry
01/01/1970 16:50,01/01/1970 16:55,2.554,EnergyTelemetry
01/01/1970 16:55,01/01/1970 17:00,2.746,EnergyTelemetry
01/01/1970 17:00,01/01/1970 17:05,2.249,EnergyTelemetry
01/01/1970 17:05,01/01/1970 17:10,1.209,EnergyTelemetry
01/01/1970 17:10,01/01/1970 17:15,2.626,EnergyTelemetry
01/01/1970 17:15,01/01/1970 17:20,0.384,EnergyTelemetry
01/01/1970 17:20,01/01/1970 17:25,2.063,EnergyTelemetry
01/01/1970 17:25,01/01/1970 17:30,2.239,EnergyTelemetry
01/01/1970 17:30,01/01/1970 17:35,0.519,EnergyTelemetry
01/01/1970 17:35,01/01/1970 17:40,2.547,EnergyTelemetry
01/01/1970 17:40,01/01/1970 17:45,0.783,EnergyTelemetry
01/01/1970 17:45,01/01/1970 17:50,1.774,EnergyTelemetry
01/01/1970 17:50,01/01/1970 17:55,1.082,EnergyTelemetry
01/01/1970 17:55,01/01/1970 18:00,1.012,EnergyTelemetry
01/01/1970 18:00,01/01/1970 18:05,0.362,EnergyTelemetry
01/01/1970 18:05,01/01/1970 18:10,1.86,EnergyTelemetry
01/01/1970 18:10,01/01/1970 18:15,3.279,EnergyTelemetry
01/01/1970 18:15,01/01/1970 18:20,1.451,EnergyTelemetry
01/01/1970 18:20,01/01/1970 18:25,1.046,EnergyTelemetry
01/01/1970 18:25,01/01/1970 18:30,1.565,EnergyTelemetry
01/01/1970 18:30,01/01/1970 18:35,0.68,EnergyTelemetry
01/01/1970 18:35,01/01/1970 18:40,2.377,EnergyTelemetry
01/01/1970 18:40,01/01/1970 18:45,0.381,EnergyTelemetry
01/01/1970 18:45,01/01/1970 18:50,0.371,EnergyTelemetry
01/01/1970 18:50,01/01/1970 18:55,1.533,EnergyTelemetry
01/01/1970 18:55,01/01/1970 19:00,1.067,EnergyTelemetry
01/01/1970 19:00,01/01/1970 19:05,3.079,EnergyTelemetry
01/01/1970 19:05,01/01/1970 19:10,0.707,EnergyTelemetry
01/01/1970 19:10,01/01/1970 19:15,2.518,EnergyTelemetry
01/01/1970 19:15,01/01/1970 19:20,1.476,EnergyTelemetry
01/01/1970 19:20,01/01/1970 19:25,0.373,EnergyTelemetry
01/01/1970 19:25,01/01/1970 19:30,1.863,EnergyTelemetry
01/01/1970 19:30,01/01/1970 19:35,1.552,EnergyTelemetry
01/01/1970 19:35,01/01/1970 19:40,2.21,EnergyTelemetry
01/01/1970 19:40,01/01/1970 19:45,1.514,EnergyTelemetry
01/01/1970 19:45,01/01/1970 19:50,0.312,EnergyTelemetry
01/01/1970 19:50,01/01/1970 19:55,1.448,EnergyTelemetry
01/01/1970 19:55,01/01/1970 20:00,3.442,EnergyTelemetry
01/01/1970 20:00,01/01/1970 20:05,2.069,EnergyTelemetry
01/01/1970 20:05,01/01/1970 20:10,3.314,EnergyTelemetry
01/01/1970 20:10,01/01/1970 20:15,2.956,EnergyTelemetry
01/01/1970 20:15,01/01/1970 20:20,0.489,EnergyTelemetry
01/01/1970 20:20,01/01/1970 20:25,2.76,EnergyTelemetry
01/01/1970 20:25,01/01/1970 20:30,1.618,EnergyTelemetry
01/01/1970 20:30,01/01/1970 20:35,3.351,EnergyTelemetry
01/01/1970 20:35,01/01/1970 20:40,2.526,EnergyTelemetry
01/01/1970 20:40,01/01/1970 20:45,2.244,EnergyTelemetry
01/01/1970 20:45,01/01/1970 20:50,1.478,EnergyTelemetry
01/01/1970 20:50,01/01/1970 20:55,1.352,EnergyTelemetry
01/01/1970 20:55,01/01/1970 21:00,2.297,EnergyTelemetry
01/01/1970 21:00,01/01/1970 21:05,2.794,EnergyTelemetry
01/01/1970 21:05,01/01/1970 21:10,2.47,EnergyTelemetry
01/01/1970 21:10,01/01/1970 21:15,3.334,EnergyTelemetry
01/01/1970 21:15,01/01/1970 21:20,1.72,EnergyTelemetry
01/01/1970 21:20,01/01/1970 21:25,1.846,EnergyTelemetry
01/01/1970 21:25,01/01/1970 21:30,0.409,EnergyTelemetry
01/01/1970 21:30,01/01/1970 21:35,0.817,EnergyTelemetry
01/01/1970 21:35,01/01/1970 21:40,0.257,EnergyTelemetry
01/01/1970 21:40,01/01/1970 21:45,0.646,EnergyTelemetry
01/01/1970 21:45,01/01/1970 21:50,3.294,EnergyTelemetry
01/01/1970 21:50,01/01/1970 21:55,1.837,EnergyTelemetry
01/01/1970 21:55,01/01/1970 22:00,0.894,EnergyTelemetry
01/01/1970 22:00,01/01/1970 22:05,2.825,EnergyTelemetry
01/01/1970 22:05,01/01/1970 22:10,1.417,EnergyTelemetry
01/01/1970 22:10,01/01/1970 22:15,0.733,EnergyTelemetry
01/01/1970 22:15,01/01/1970 22:20,2.308,EnergyTelemetry
01/01/1970 22:20,01/01/1970 22:25,1.363,EnergyTelemetry
01/01/1970 22:25,01/01/1970 22:30,3.497,EnergyTelemetry
01/01/1970 22:30,01/01/1970 22:35,1.499,EnergyTelemetry
01/01/1970 22:35,01/01/1970 22:40,3.331,EnergyTelemetry
01/01/1970 22:40,01/01/1970 22:45,1.319,EnergyTelemetry
01/01/1970 22:45,01/01/1970 22:50,2.798,EnergyTelemetry
01/01/1970 22:50,01/01/1970 22:55,1.553,EnergyTelemetry
01/01/1970 22:55,01/01/1970 23:00,3.062,EnergyTelemetry
01/01/1970 23:00,01/01/1970 23:05,0.716,EnergyTelemetry
01/01/1970 23:05,01/01/1970 23:10,1.457,EnergyTelemetry
01/01/1970 23:10,01/01/1970 23:15,2.757,EnergyTelemetry
01/01/1970 23:15,01/01/1970 23:20,3.158,EnergyTelemetry
01/01/1970 23:20,01/01/1970 23:25,3.339,EnergyTelemetry
01/01/1970 23:25,01/01/1970 23:30,1.467,EnergyTelemetry
01/01/1970 23:30,01/01/1970 23:35,1.971,EnergyTelemetry
01/01/1970 23:35,01/01/1970 23:40,0.767,EnergyTelemetry
01/01/1970 23:40,01/01/1970 23:45,1.217,EnergyTelemetry
01/01/1970 23:45,01/01/1970 23:50,1.135,EnergyTelemetry
01/01/1970 23:50,01/01/1970 23:55,0.248,EnergyTelemetry
