StartDateTime,EndDateTime,EnergyAmountkWh,IoTHubTypeIdentifier
01/01/1970 06:46,01/01/1970 06:53,0,EnergyTelemetry
01/01/1970 06:53,01/01/1970 06:56,0,EnergyTelemetry
01/01/1970 06:56,01/01/1970 06:59,0,EnergyTelemetry
01/01/1970 06:59,01/01/1970 07:06,0,EnergyTelemetry
01/01/1970 07:06,01/01/1970 07:13,0,EnergyTelemetry
01/01/1970 07:13,01/01/1970 07:18,0.3,EnergyTelemetry
01/01/1970 07:18,01/01/1970 07:21,0.3018,EnergyTelemetry
01/01/1970 07:21,01/01/1970 07:28,0.3054216,EnergyTelemetry
01/01/1970 07:28,01/01/1970 07:33,0.309086659,EnergyTelemetry
01/01/1970 07:33,01/01/1970 07:34,0.312795699,EnergyTelemetry
01/01/1970 07:34,01/01/1970 07:43,0.316549247,EnergyTelemetry
01/01/1970 07:43,01/01/1970 07:48,0.320347838,EnergyTelemetry
01/01/1970 07:48,01/01/1970 07:51,0.324192013,EnergyTelemetry
01/01/1970 07:51,01/01/1970 07:56,0.328082317,EnergyTelemetry
01/01/1970 07:56,01/01/1970 08:03,0.332019304,EnergyTelemetry
01/01/1970 08:03,01/01/1970 08:04,0.336003536,EnergyTelemetry
01/01/1970 08:04,01/01/1970 08:13,0.340035579,EnergyTelemetry
01/01/1970 08:13,01/01/1970 08:16,0.344116006,EnergyTelemetry
01/01/1970 08:16,01/01/1970 08:23,0.348245398,EnergyTelemetry
01/01/1970 08:23,01/01/1970 08:24,0.352424342,EnergyTelemetry
01/01/1970 08:24,01/01/1970 08:31,0.356653434,EnergyTelemetry
01/01/1970 08:31,01/01/1970 08:34,0.360933276,EnergyTelemetry
01/01/1970 08:34,01/01/1970 08:39,0.365264475,EnergyTelemetry
01/01/1970 08:39,01/01/1970 08:46,0.369647649,EnergyTelemetry
01/01/1970 08:46,01/01/1970 08:49,0.37408342,EnergyTelemetry
01/01/1970 08:49,01/01/1970 08:56,0.378572422,EnergyTelemetry
01/01/1970 08:56,01/01/1970 09:03,0.383115291,EnergyTelemetry
01/01/1970 09:03,01/01/1970 09:09,0.387712674,EnergyTelemetry
01/01/1970 09:09,01/01/1970 09:13,0.392365226,EnergyTelemetry
01/01/1970 09:13,01/01/1970 09:18,0.397073609,EnergyTelemetry
01/01/1970 09:18,01/01/1970 09:21,0.401838492,EnergyTelemetry
01/01/1970 09:21,01/01/1970 09:24,0.406660554,EnergyTelemetry
01/01/1970 09:24,01/01/1970 09:29,0.411540481,EnergyTelemetry
01/01/1970 09:29,01/01/1970 09:36,0.416478966,EnergyTelemetry
01/01/1970 09:36,01/01/1970 09:39,0.421476714,EnergyTelemetry
01/01/1970 09:39,01/01/1970 09:48,0.426534435,EnergyTelemetry
01/01/1970 09:48,01/01/1970 09:53,0.431652848,EnergyTelemetry
01/01/1970 09:53,01/01/1970 09:58,0.436832682,EnergyTelemetry
01/01/1970 09:58,01/01/1970 09:59,0.442074674,EnergyTelemetry
01/01/1970 09:59,01/01/1970 10:04,0.44737957,EnergyTelemetry
01/01/1970 10:04,01/01/1970 10:11,0.452748125,EnergyTelemetry
01/01/1970 10:11,01/01/1970 10:16,0.458181103,EnergyTelemetry
01/01/1970 10:16,01/01/1970 10:21,0.463679276,EnergyTelemetry
01/01/1970 10:21,01/01/1970 10:24,0.469243427,EnergyTelemetry
01/01/1970 10:24,01/01/1970 10:29,0.474874348,EnergyTelemetry
01/01/1970 10:29,01/01/1970 10:34,0.484371835,EnergyTelemetry
01/01/1970 10:34,01/01/1970 10:43,0.494059272,EnergyTelemetry
01/01/1970 10:43,01/01/1970 10:46,0.503940457,EnergyTelemetry
01/01/1970 10:46,01/01/1970 10:49,0.514019267,EnergyTelemetry
01/01/1970 10:49,01/01/1970 10:58,0.524299652,EnergyTelemetry
01/01/1970 10:58,01/01/1970 11:03,0.534785645,EnergyTelemetry
01/01/1970 11:03,01/01/1970 11:06,0.545481358,EnergyTelemetry
01/01/1970 11:06,01/01/1970 11:09,0.556390985,EnergyTelemetry
01/01/1970 11:09,01/01/1970 11:16,0.567518805,EnergyTelemetry
01/01/1970 11:16,01/01/1970 11:19,0.578869181,EnergyTelemetry
01/01/1970 11:19,01/01/1970 11:28,0.590446564,EnergyTelemetry
01/01/1970 11:28,01/01/1970 11:31,0.602255496,EnergyTelemetry
01/01/1970 11:31,01/01/1970 11:36,0.614300606,EnergyTelemetry
01/01/1970 11:36,01/01/1970 11:41,0.626586618,EnergyTelemetry
01/01/1970 11:41,01/01/1970 11:48,0.63911835,EnergyTelemetry
01/01/1970 11:48,01/01/1970 11:49,0.651900717,EnergyTelemetry
01/01/1970 11:49,01/01/1970 11:54,0.664938731,EnergyTelemetry
01/01/1970 11:54,01/01/1970 12:03,0.678237506,EnergyTelemetry
01/01/1970 12:03,01/01/1970 12:08,0.691802256,EnergyTelemetry
01/01/1970 12:08,01/01/1970 12:11,0.705638301,EnergyTelemetry
01/01/1970 12:11,01/01/1970 12:18,0.719751067,EnergyTelemetry
01/01/1970 12:18,01/01/1970 12:23,0.734146089,EnergyTelemetry
01/01/1970 12:23,01/01/1970 12:24,0.74882901,EnergyTelemetry
01/01/1970 12:24,01/01/1970 12:31,0.763805591,EnergyTelemetry
01/01/1970 12:31,01/01/1970 12:36,0.779081702,EnergyTelemetry
01/01/1970 12:36,01/01/1970 12:43,0.794663337,EnergyTelemetry
01/01/1970 12:43,01/01/1970 12:44,0.810556603,EnergyTelemetry
01/01/1970 12:44,01/01/1970 12:49,0.826767735,EnergyTelemetry
01/01/1970 12:49,01/01/1970 12:56,0.84330309,EnergyTelemetry
01/01/1970 12:56,01/01/1970 13:01,0.860169152,EnergyTelemetry
01/01/1970 13:01,01/01/1970 13:06,0.877372535,EnergyTelemetry
01/01/1970 13:06,01/01/1970 13:11,0.894919986,EnergyTelemetry
01/01/1970 13:11,01/01/1970 13:16,0.912818385,EnergyTelemetry
01/01/1970 13:16,01/01/1970 13:23,0.931074753,EnergyTelemetry
01/01/1970 13:23,01/01/1970 13:26,0.949696248,EnergyTelemetry
01/01/1970 13:26,01/01/1970 13:33,0.968690173,EnergyTelemetry
01/01/1970 13:33,01/01/1970 13:38,0.988063976,EnergyTelemetry
01/01/1970 13:38,01/01/1970 13:39,1.007825256,EnergyTelemetry
01/01/1970 13:39,01/01/1970 13:44,1.027981761,EnergyTelemetry
01/01/1970 13:44,01/01/1970 13:51,1.048541396,EnergyTelemetry
01/01/1970 13:51,01/01/1970 13:56,1.069512224,EnergyTelemetry
01/01/1970 13:56,01/01/1970 13:59,1.090902469,EnergyTelemetry
01/01/1970 13:59,01/01/1970 14:06,1.112720518,EnergyTelemetry
01/01/1970 14:06,01/01/1970 14:11,1.134974929,EnergyTelemetry
01/01/1970 14:11,01/01/1970 14:18,1.157674427,EnergyTelemetry
01/01/1970 14:18,01/01/1970 14:19,1.180827916,EnergyTelemetry
01/01/1970 14:19,01/01/1970 14:29,1.204444474,EnergyTelemetry
01/01/1970 14:29,01/01/1970 14:36,1.228533363,EnergyTelemetry
01/01/1970 14:36,01/01/1970 14:39,1.229761897,EnergyTelemetry
01/01/1970 14:39,01/01/1970 14:44,1.254357135,EnergyTelemetry
01/01/1970 14:44,01/01/1970 14:49,1.279444277,EnergyTelemetry
01/01/1970 14:49,01/01/1970 14:58,1.305033163,EnergyTelemetry
01/01/1970 14:58,01/01/1970 15:01,1.331133826,EnergyTelemetry
01/01/1970 15:01,01/01/1970 15:06,1.30451115,EnergyTelemetry
01/01/1970 15:06,01/01/1970 15:09,1.278420927,EnergyTelemetry
01/01/1970 15:09,01/01/1970 15:16,1.252852508,EnergyTelemetry
01/01/1970 15:16,01/01/1970 15:21,1.227795458,EnergyTelemetry
01/01/1970 15:21,01/01/1970 15:28,1.203239549,EnergyTelemetry
01/01/1970 15:28,01/01/1970 15:33,1.179174758,EnergyTelemetry
01/01/1970 15:33,01/01/1970 15:36,1.155591263,EnergyTelemetry
01/01/1970 15:36,01/01/1970 15:43,1.132479437,EnergyTelemetry
01/01/1970 15:43,01/01/1970 15:44,1.109829849,EnergyTelemetry
01/01/1970 15:44,01/01/1970 15:53,1.087633252,EnergyTelemetry
01/01/1970 15:53,01/01/1970 15:58,1.065880587,EnergyTelemetry
01/01/1970 15:58,01/01/1970 15:59,1.044562975,EnergyTelemetry
01/01/1970 15:59,01/01/1970 16:04,1.023671715,EnergyTelemetry
01/01/1970 16:04,01/01/1970 16:13,1.003198281,EnergyTelemetry
01/01/1970 16:13,01/01/1970 16:18,0.983134316,EnergyTelemetry
01/01/1970 16:18,01/01/1970 16:23,0.963471629,EnergyTelemetry
01/01/1970 16:23,01/01/1970 16:26,0.944202197,EnergyTelemetry
01/01/1970 16:26,01/01/1970 16:33,0.925318153,EnergyTelemetry
01/01/1970 16:33,01/01/1970 16:38,0.90681179,EnergyTelemetry
01/01/1970 16:38,01/01/1970 16:43,0.834266846,EnergyTelemetry
01/01/1970 16:43,01/01/1970 16:48,0.767525499,EnergyTelemetry
01/01/1970 16:48,01/01/1970 16:49,0.706123459,EnergyTelemetry
01/01/1970 16:49,01/01/1970 16:54,0.649633582,EnergyTelemetry
01/01/1970 16:54,01/01/1970 17:03,0.597662896,EnergyTelemetry
01/01/1970 17:03,01/01/1970 17:04,0.549849864,EnergyTelemetry
01/01/1970 17:04,01/01/1970 17:11,0.505861875,EnergyTelemetry
01/01/1970 17:11,01/01/1970 17:14,0.465392925,EnergyTelemetry
01/01/1970 17:14,01/01/1970 17:23,0.428161491,EnergyTelemetry
01/01/1970 17:23,01/01/1970 17:26,0.393908572,EnergyTelemetry
01/01/1970 17:26,01/01/1970 17:31,0.362395886,EnergyTelemetry
01/01/1970 17:31,01/01/1970 17:38,0.333404215,EnergyTelemetry
01/01/1970 17:38,01/01/1970 17:43,0.306731878,EnergyTelemetry
01/01/1970 17:43,01/01/1970 17:44,0.30059724,EnergyTelemetry
01/01/1970 17:44,01/01/1970 17:51,0.294585295,EnergyTelemetry
01/01/1970 17:51,01/01/1970 17:54,0.28869359,EnergyTelemetry
01/01/1970 17:54,01/01/1970 17:59,0.282919718,EnergyTelemetry
01/01/1970 17:59,01/01/1970 18:04,0.277261323,EnergyTelemetry
01/01/1970 18:04,01/01/1970 18:11,0.271716097,EnergyTelemetry
01/01/1970 18:11,01/01/1970 18:18,0.266281775,EnergyTelemetry
01/01/1970 18:18,01/01/1970 18:21,0.260956139,EnergyTelemetry
01/01/1970 18:21,01/01/1970 18:28,0.255737017,EnergyTelemetry
01/01/1970 18:28,01/01/1970 18:33,0.250622276,EnergyTelemetry
01/01/1970 18:33,01/01/1970 18:34,0.245609831,EnergyTelemetry
01/01/1970 18:34,01/01/1970 18:41,0.240697634,EnergyTelemetry
01/01/1970 18:41,01/01/1970 18:48,0.235883682,EnergyTelemetry
01/01/1970 18:48,01/01/1970 18:49,0.231166008,EnergyTelemetry
01/01/1970 18:49,01/01/1970 18:56,0.226542688,EnergyTelemetry
01/01/1970 18:56,01/01/1970 19:03,0.222011834,EnergyTelemetry
01/01/1970 19:03,01/01/1970 19:06,0.217571597,EnergyTelemetry
01/01/1970 19:06,01/01/1970 19:11,0.213220165,EnergyTelemetry
01/01/1970 19:11,01/01/1970 19:16,0.208955762,EnergyTelemetry
01/01/1970 19:16,01/01/1970 19:21,0.204776647,EnergyTelemetry
01/01/1970 19:21,01/01/1970 19:24,0.200681114,EnergyTelemetry
01/01/1970 19:24,01/01/1970 19:29,0.196667492,EnergyTelemetry
01/01/1970 19:29,01/01/1970 19:36,0.192734142,EnergyTelemetry
01/01/1970 19:36,01/01/1970 19:39,0.188879459,EnergyTelemetry
01/01/1970 19:39,01/01/1970 19:48,0.18510187,EnergyTelemetry
01/01/1970 19:48,01/01/1970 19:51,0.181399832,EnergyTelemetry
01/01/1970 19:51,01/01/1970 19:56,0.177771836,EnergyTelemetry
01/01/1970 19:56,01/01/1970 20:03,0.174216399,EnergyTelemetry
01/01/1970 20:03,01/01/1970 20:08,0.170732071,EnergyTelemetry
01/01/1970 20:08,01/01/1970 20:13,0.16731743,EnergyTelemetry
01/01/1970 20:13,01/01/1970 20:16,0.163971081,EnergyTelemetry
01/01/1970 20:16,01/01/1970 20:19,0.160691659,EnergyTelemetry
01/01/1970 20:19,01/01/1970 20:26,0.157477826,EnergyTelemetry
01/01/1970 20:26,01/01/1970 20:29,0.15432827,EnergyTelemetry
01/01/1970 20:29,01/01/1970 20:34,0.151241704,EnergyTelemetry
01/01/1970 20:34,01/01/1970 20:39,0.14821687,EnergyTelemetry
01/01/1970 20:39,01/01/1970 20:46,0.145252533,EnergyTelemetry
01/01/1970 20:46,01/01/1970 20:49,0.142347482,EnergyTelemetry
01/01/1970 20:49,01/01/1970 20:58,0.139500532,EnergyTelemetry
01/01/1970 20:58,01/01/1970 21:03,0.125550479,EnergyTelemetry
01/01/1970 21:03,01/01/1970 21:08,0.112995431,EnergyTelemetry
01/01/1970 21:08,01/01/1970 21:13,0.101695888,EnergyTelemetry
01/01/1970 21:13,01/01/1970 21:18,0.091526299,EnergyTelemetry
01/01/1970 21:18,01/01/1970 21:21,0.082373669,EnergyTelemetry
01/01/1970 21:21,01/01/1970 21:26,0.074136302,EnergyTelemetry
01/01/1970 21:26,01/01/1970 21:33,0.066722672,EnergyTelemetry
01/01/1970 21:33,01/01/1970 21:34,0,EnergyTelemetry
01/01/1970 21:34,01/01/1970 21:39,0,EnergyTelemetry
01/01/1970 21:39,01/01/1970 21:48,0,EnergyTelemetry
01/01/1970 21:48,01/01/1970 21:53,0,EnergyTelemetry
01/01/1970 21:53,01/01/1970 21:58,0,EnergyTelemetry
01/01/1970 21:58,01/01/1970 21:59,0,EnergyTelemetry
01/01/1970 21:59,01/01/1970 22:08,0,EnergyTelemetry
01/01/1970 22:08,01/01/1970 22:09,0,EnergyTelemetry
01/01/1970 22:09,01/01/1970 22:18,0,EnergyTelemetry
01/01/1970 22:18,01/01/1970 22:23,0,EnergyTelemetry
01/01/1970 22:23,01/01/1970 22:28,0,EnergyTelemetry
01/01/1970 22:28,01/01/1970 22:31,0,EnergyTelemetry
01/01/1970 22:31,01/01/1970 22:36,0,EnergyTelemetry
01/01/1970 22:36,01/01/1970 22:41,0,EnergyTelemetry
01/01/1970 22:41,01/01/1970 22:44,0,EnergyTelemetry
01/01/1970 22:44,01/01/1970 22:49,0,EnergyTelemetry
01/01/1970 22:49,01/01/1970 22:58,0,EnergyTelemetry
01/01/1970 22:58,01/01/1970 22:59,0,EnergyTelemetry
01/01/1970 22:59,01/01/1970 23:06,0,EnergyTelemetry
01/01/1970 23:06,01/01/1970 23:11,0,EnergyTelemetry
01/01/1970 23:11,01/01/1970 23:14,0,EnergyTelemetry
01/01/1970 23:14,01/01/1970 23:21,0,EnergyTelemetry
01/01/1970 23:21,01/01/1970 23:26,0,EnergyTelemetry
01/01/1970 23:26,01/01/1970 23:29,0,EnergyTelemetry
01/01/1970 23:29,01/01/1970 23:36,0,EnergyTelemetry
01/01/1970 23:36,01/01/1970 23:43,0,EnergyTelemetry
01/01/1970 23:43,01/01/1970 23:48,0,EnergyTelemetry
01/01/1970 23:48,01/01/1970 23:53,0,EnergyTelemetry
01/01/1970 23:53,01/01/1970 23:54,0,EnergyTelemetry
01/01/1970 23:54,01/01/1970 23:55,0,EnergyTelemetry
