StartDateTime,EndDateTime,EnergyAmountkWh,IoTHubTypeIdentifier
01/01/1970 07:40,01/01/1970 07:45,0.324192013,EnergyTelemetry
01/01/1970 07:45,01/01/1970 07:50,0.328082317,EnergyTelemetry
01/01/1970 07:50,01/01/1970 07:55,0.332019304,EnergyTelemetry
01/01/1970 07:55,01/01/1970 08:00,0.336003536,EnergyTelemetry
01/01/1970 08:00,01/01/1970 08:05,0.340035579,EnergyTelemetry
01/01/1970 08:05,01/01/1970 08:10,0.344116006,EnergyTelemetry
01/01/1970 08:10,01/01/1970 08:15,0.348245398,EnergyTelemetry
01/01/1970 08:15,01/01/1970 08:20,0.352424342,EnergyTelemetry
01/01/1970 08:20,01/01/1970 08:25,0.356653434,EnergyTelemetry
01/01/1970 08:25,01/01/1970 08:30,0.360933276,EnergyTelemetry
01/01/1970 08:30,01/01/1970 08:35,0.365264475,EnergyTelemetry
01/01/1970 08:35,01/01/1970 08:40,0.369647649,EnergyTelemetry
01/01/1970 08:40,01/01/1970 08:45,0.37408342,EnergyTelemetry
01/01/1970 08:45,01/01/1970 08:50,0.378572422,EnergyTelemetry
01/01/1970 08:50,01/01/1970 08:55,0.383115291,EnergyTelemetry
01/01/1970 08:55,01/01/1970 09:00,0.387712674,EnergyTelemetry
01/01/1970 09:00,01/01/1970 09:05,0.392365226,EnergyTelemetry
01/01/1970 09:05,01/01/1970 09:10,0.397073609,EnergyTelemetry
01/01/1970 09:10,01/01/1970 09:15,0.401838492,EnergyTelemetry
01/01/1970 09:15,01/01/1970 09:20,0.406660554,EnergyTelemetry
01/01/1970 09:20,01/01/1970 09:25,0.411540481,EnergyTelemetry
01/01/1970 09:25,01/01/1970 09:30,0.416478966,EnergyTelemetry
01/01/1970 09:30,01/01/1970 09:35,0.421476714,EnergyTelemetry
01/01/1970 09:35,01/01/1970 09:40,0.426534435,EnergyTelemetry
01/01/1970 09:40,01/01/1970 09:45,0.431652848,EnergyTelemetry
01/01/1970 09:45,01/01/1970 09:50,0.436832682,EnergyTelemetry
01/01/1970 09:50,01/01/1970 09:55,0.442074674,EnergyTelemetry
01/01/1970 09:55,01/01/1970 10:00,0.44737957,EnergyTelemetry
01/01/1970 10:00,01/01/1970 10:05,0.452748125,EnergyTelemetry
01/01/1970 10:05,01/01/1970 10:10,0.458181103,EnergyTelemetry
01/01/1970 10:10,01/01/1970 10:15,0.463679276,EnergyTelemetry
01/01/1970 10:15,01/01/1970 10:20,0.469243427,EnergyTelemetry
01/01/1970 10:20,01/01/1970 10:25,0.474874348,EnergyTelemetry
01/01/1970 10:25,01/01/1970 10:30,0.484371835,EnergyTelemetry
01/01/1970 10:30,01/01/1970 10:35,0.494059272,EnergyTelemetry
01/01/1970 10:35,01/01/1970 10:40,0.503940457,EnergyTelemetry
01/01/1970 10:40,01/01/1970 10:45,0.514019267,EnergyTelemetry
01/01/1970 10:45,01/01/1970 10:50,0.524299652,EnergyTelemetry
01/01/1970 10:50,01/01/1970 10:55,0.534785645,EnergyTelemetry
01/01/1970 10:55,01/01/1970 11:00,0.545481358,EnergyTelemetry
01/01/1970 11:00,01/01/1970 11:05,0.556390985,EnergyTelemetry
01/01/1970 11:05,01/01/1970 11:10,0.567518805,EnergyTelemetry
01/01/1970 11:10,01/01/1970 11:15,0.578869181,EnergyTelemetry
01/01/1970 11:15,01/01/1970 11:20,0.590446564,EnergyTelemetry
01/01/1970 11:20,01/01/1970 11:25,0.602255496,EnergyTelemetry
01/01/1970 11:25,01/01/1970 11:30,0.614300606,EnergyTelemetry
01/01/1970 11:30,01/01/1970 11:35,0.626586618,EnergyTelemetry
01/01/1970 11:35,01/01/1970 11:40,0.63911835,EnergyTelemetry
01/01/1970 11:40,01/01/1970 11:45,0.651900717,EnergyTelemetry
01/01/1970 11:45,01/01/1970 11:50,0.664938731,EnergyTelemetry
01/01/1970 11:50,01/01/1970 11:55,0.678237506,EnergyTelemetry
01/01/1970 11:55,01/01/1970 12:00,0.691802256,EnergyTelemetry
01/01/1970 12:00,01/01/1970 12:05,0.705638301,EnergyTelemetry
01/01/1970 12:05,01/01/1970 12:10,0.719751067,EnergyTelemetry
01/01/1970 12:10,01/01/1970 12:15,0.734146089,EnergyTelemetry
01/01/1970 12:15,01/01/1970 12:20,0.74882901,EnergyTelemetry
01/01/1970 12:20,01/01/1970 12:25,0.763805591,EnergyTelemetry
01/01/1970 12:25,01/01/1970 12:30,0.779081702,EnergyTelemetry
01/01/1970 12:30,01/01/1970 12:35,0.794663337,EnergyTelemetry
01/01/1970 12:35,01/01/1970 12:40,0.810556603,EnergyTelemetry
01/01/1970 12:40,01/01/1970 12:45,0.826767735,EnergyTelemetry
01/01/1970 12:45,01/01/1970 12:50,0.84330309,EnergyTelemetry
01/01/1970 12:50,01/01/1970 12:55,0.860169152,EnergyTelemetry
01/01/1970 12:55,01/01/1970 13:00,0.877372535,EnergyTelemetry
01/01/1970 13:00,01/01/1970 13:05,0.894919986,EnergyTelemetry
01/01/1970 13:05,01/01/1970 13:10,0.912818385,EnergyTelemetry
01/01/1970 13:10,01/01/1970 13:15,0.931074753,EnergyTelemetry
01/01/1970 13:15,01/01/1970 13:20,0.949696248,EnergyTelemetry
01/01/1970 13:20,01/01/1970 13:25,0.968690173,EnergyTelemetry
01/01/1970 13:25,01/01/1970 13:30,0.988063976,EnergyTelemetry
01/01/1970 13:30,01/01/1970 13:35,1.007825256,EnergyTelemetry
01/01/1970 13:35,01/01/1970 13:40,1.027981761,EnergyTelemetry
01/01/1970 13:40,01/01/1970 13:45,1.048541396,EnergyTelemetry
01/01/1970 13:45,01/01/1970 13:50,1.069512224,EnergyTelemetry
01/01/1970 13:50,01/01/1970 13:55,1.090902469,EnergyTelemetry
01/01/1970 13:55,01/01/1970 14:00,1.112720518,EnergyTelemetry
01/01/1970 14:00,01/01/1970 14:05,1.134974929,EnergyTelemetry
01/01/1970 14:05,01/01/1970 14:10,1.157674427,EnergyTelemetry
01/01/1970 14:10,01/01/1970 14:15,1.180827916,EnergyTelemetry
01/01/1970 14:15,01/01/1970 14:20,1.204444474,EnergyTelemetry
01/01/1970 14:20,01/01/1970 14:25,1.214444474,EnergyTelemetry
01/01/1970 14:25,01/01/1970 14:30,1.228533363,EnergyTelemetry
01/01/1970 14:30,01/01/1970 14:35,1.229761897,EnergyTelemetry
01/01/1970 14:35,01/01/1970 14:40,1.254357135,EnergyTelemetry
01/01/1970 14:40,01/01/1970 14:45,1.279444277,EnergyTelemetry
01/01/1970 14:45,01/01/1970 14:50,1.305033163,EnergyTelemetry
01/01/1970 14:50,01/01/1970 14:55,1.331133826,EnergyTelemetry
01/01/1970 14:55,01/01/1970 15:00,1.30451115,EnergyTelemetry
01/01/1970 15:00,01/01/1970 15:05,1.278420927,EnergyTelemetry
01/01/1970 15:05,01/01/1970 15:10,1.252852508,EnergyTelemetry
01/01/1970 15:10,01/01/1970 15:15,1.227795458,EnergyTelemetry
01/01/1970 15:15,01/01/1970 15:20,1.203239549,EnergyTelemetry
01/01/1970 15:20,01/01/1970 15:25,1.179174758,EnergyTelemetry
01/01/1970 15:25,01/01/1970 15:30,1.155591263,EnergyTelemetry
01/01/1970 15:30,01/01/1970 15:35,1.132479437,EnergyTelemetry
01/01/1970 15:35,01/01/1970 15:40,1.109829849,EnergyTelemetry
01/01/1970 15:40,01/01/1970 15:45,1.087633252,EnergyTelemetry
01/01/1970 15:45,01/01/1970 15:50,1.065880587,EnergyTelemetry
01/01/1970 15:50,01/01/1970 15:55,1.044562975,EnergyTelemetry
01/01/1970 15:55,01/01/1970 16:00,1.023671715,EnergyTelemetry
01/01/1970 16:00,01/01/1970 16:05,1.003198281,EnergyTelemetry
01/01/1970 16:05,01/01/1970 16:10,0.983134316,EnergyTelemetry
01/01/1970 16:10,01/01/1970 16:15,0.963471629,EnergyTelemetry
01/01/1970 16:15,01/01/1970 16:20,0.944202197,EnergyTelemetry
01/01/1970 16:20,01/01/1970 16:25,0.925318153,EnergyTelemetry
01/01/1970 16:25,01/01/1970 16:30,0.90681179,EnergyTelemetry
01/01/1970 16:30,01/01/1970 16:35,0.834266846,EnergyTelemetry
01/01/1970 16:35,01/01/1970 16:40,0.767525499,EnergyTelemetry
01/01/1970 16:40,01/01/1970 16:45,0.706123459,EnergyTelemetry
01/01/1970 16:45,01/01/1970 16:50,0.649633582,EnergyTelemetry
01/01/1970 16:50,01/01/1970 16:55,0.597662896,EnergyTelemetry
01/01/1970 16:55,01/01/1970 17:00,0.549849864,EnergyTelemetry
01/01/1970 17:00,01/01/1970 17:05,0.505861875,EnergyTelemetry
01/01/1970 17:05,01/01/1970 17:10,0.465392925,EnergyTelemetry
01/01/1970 17:10,01/01/1970 17:15,0.428161491,EnergyTelemetry
01/01/1970 17:15,01/01/1970 17:20,0.393908572,EnergyTelemetry
01/01/1970 17:20,01/01/1970 17:25,0.362395886,EnergyTelemetry
01/01/1970 17:25,01/01/1970 17:30,0.333404215,EnergyTelemetry
01/01/1970 17:30,01/01/1970 17:35,0.306731878,EnergyTelemetry
01/01/1970 17:35,01/01/1970 17:40,0.30059724,EnergyTelemetry
01/01/1970 17:40,01/01/1970 17:45,0.294585295,EnergyTelemetry
01/01/1970 17:45,01/01/1970 17:50,0.28869359,EnergyTelemetry
01/01/1970 17:50,01/01/1970 17:55,0.282919718,EnergyTelemetry
01/01/1970 17:55,01/01/1970 18:00,0.277261323,EnergyTelemetry
01/01/1970 18:00,01/01/1970 18:05,0.271716097,EnergyTelemetry
01/01/1970 18:05,01/01/1970 18:10,0.266281775,EnergyTelemetry
01/01/1970 18:10,01/01/1970 18:15,0.260956139,EnergyTelemetry
01/01/1970 18:15,01/01/1970 18:20,0.255737017,EnergyTelemetry
01/01/1970 18:20,01/01/1970 18:25,0.250622276,EnergyTelemetry
01/01/1970 18:25,01/01/1970 18:30,0.245609831,EnergyTelemetry
01/01/1970 18:30,01/01/1970 18:35,0.240697634,EnergyTelemetry
01/01/1970 18:35,01/01/1970 18:40,0.235883682,EnergyTelemetry
01/01/1970 18:40,01/01/1970 18:45,0.231166008,EnergyTelemetry
01/01/1970 18:45,01/01/1970 18:50,0.226542688,EnergyTelemetry
01/01/1970 18:50,01/01/1970 18:55,0.222011834,EnergyTelemetry
01/01/1970 18:55,01/01/1970 19:00,0.217571597,EnergyTelemetry
01/01/1970 19:00,01/01/1970 19:05,0.213220165,EnergyTelemetry
01/01/1970 19:05,01/01/1970 19:10,0.208955762,EnergyTelemetry
01/01/1970 19:10,01/01/1970 19:15,0.204776647,EnergyTelemetry
01/01/1970 19:15,01/01/1970 19:20,0.200681114,EnergyTelemetry
01/01/1970 19:20,01/01/1970 19:25,0.196667492,EnergyTelemetry
01/01/1970 19:25,01/01/1970 19:30,0.192734142,EnergyTelemetry
01/01/1970 19:30,01/01/1970 19:35,0.188879459,EnergyTelemetry
01/01/1970 19:35,01/01/1970 19:40,0.18510187,EnergyTelemetry
01/01/1970 19:40,01/01/1970 19:45,0.181399832,EnergyTelemetry
01/01/1970 19:45,01/01/1970 19:50,0.177771836,EnergyTelemetry
01/01/1970 19:50,01/01/1970 19:55,0.174216399,EnergyTelemetry
01/01/1970 19:55,01/01/1970 20:00,0.170732071,EnergyTelemetry
01/01/1970 20:00,01/01/1970 20:05,0.16731743,EnergyTelemetry
01/01/1970 20:05,01/01/1970 20:10,0.163971081,EnergyTelemetry
01/01/1970 20:10,01/01/1970 20:15,0.160691659,EnergyTelemetry
01/01/1970 20:15,01/01/1970 20:20,0.157477826,EnergyTelemetry
01/01/1970 20:20,01/01/1970 20:25,0.15432827,EnergyTelemetry
01/01/1970 20:25,01/01/1970 20:30,0.151241704,EnergyTelemetry
01/01/1970 20:30,01/01/1970 20:35,0.14821687,EnergyTelemetry
01/01/1970 20:35,01/01/1970 20:40,0.145252533,EnergyTelemetry
01/01/1970 20:40,01/01/1970 20:45,0.142347482,EnergyTelemetry
01/01/1970 20:45,01/01/1970 20:50,0.139500532,EnergyTelemetry
01/01/1970 20:50,01/01/1970 20:55,0.125550479,EnergyTelemetry
01/01/1970 20:55,01/01/1970 21:00,0.112995431,EnergyTelemetry
01/01/1970 21:00,01/01/1970 21:05,0.101695888,EnergyTelemetry
01/01/1970 21:05,01/01/1970 21:10,0.091526299,EnergyTelemetry
01/01/1970 21:10,01/01/1970 21:15,0.082373669,EnergyTelemetry
01/01/1970 21:15,01/01/1970 21:20,0.074136302,EnergyTelemetry
01/01/1970 21:20,01/01/1970 21:25,0.066722672,EnergyTelemetry
01/01/1970 21:25,01/01/1970 21:30,0,EnergyTelemetry
01/01/1970 21:30,01/01/1970 21:35,0,EnergyTelemetry
01/01/1970 21:35,01/01/1970 21:40,0,EnergyTelemetry
01/01/1970 21:40,01/01/1970 21:45,0,EnergyTelemetry
01/01/1970 21:45,01/01/1970 21:50,0,EnergyTelemetry
01/01/1970 21:50,01/01/1970 21:55,0,EnergyTelemetry
01/01/1970 21:55,01/01/1970 22:00,0,EnergyTelemetry
01/01/1970 22:00,01/01/1970 22:05,0,EnergyTelemetry
01/01/1970 22:05,01/01/1970 22:10,0,EnergyTelemetry
01/01/1970 22:10,01/01/1970 22:15,0,EnergyTelemetry
01/01/1970 22:15,01/01/1970 22:20,0,EnergyTelemetry
01/01/1970 22:20,01/01/1970 22:25,0,EnergyTelemetry
01/01/1970 22:25,01/01/1970 22:30,0,EnergyTelemetry
01/01/1970 22:30,01/01/1970 22:35,0,EnergyTelemetry
01/01/1970 22:35,01/01/1970 22:40,0,EnergyTelemetry
01/01/1970 22:40,01/01/1970 22:45,0,EnergyTelemetry
01/01/1970 22:45,01/01/1970 22:50,0,EnergyTelemetry
01/01/1970 22:50,01/01/1970 22:55,0,EnergyTelemetry
01/01/1970 22:55,01/01/1970 23:00,0,EnergyTelemetry
01/01/1970 23:00,01/01/1970 23:05,0,EnergyTelemetry
01/01/1970 23:05,01/01/1970 23:10,0,EnergyTelemetry
01/01/1970 23:10,01/01/1970 23:15,0,EnergyTelemetry
01/01/1970 23:15,01/01/1970 23:20,0,EnergyTelemetry
01/01/1970 23:20,01/01/1970 23:25,0,EnergyTelemetry
01/01/1970 23:25,01/01/1970 23:30,0,EnergyTelemetry
01/01/1970 23:30,01/01/1970 23:35,0,EnergyTelemetry
01/01/1970 23:35,01/01/1970 23:40,0,EnergyTelemetry
01/01/1970 23:40,01/01/1970 23:45,0,EnergyTelemetry
01/01/1970 23:45,01/01/1970 23:50,0,EnergyTelemetry
01/01/1970 23:50,01/01/1970 23:55,0,EnergyTelemetry
